video,playlist,views,idx
PAlB9kA7c-s,PLUl4u3cNGP60Zcz8LnCDFI8RPqRhJbb4L,767,50
XxRjzphItU0,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,45128,1
_TEMQhpsGFg,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,8181,2
geKBtyDcZZY,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,5469,3
SSVdDcC2LrQ,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,3853,4
S-_PFdnImLM,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,4510,5
4bfrkd8_zPo,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,1643,6
YmP1BADSAnc,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,2153,7
N4vMgwWT-80,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,3097,8
3RGYj06NSTI,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,2837,9
9WthWtTxdj0,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,2212,10
IZ405_YLKJQ,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,851,11
dHXZ2bFV6EE,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,588,12
zwz9M1XNn-c,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,1302,13
zwH9MjZl3v4,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,697,14
yBCdnNIAiQg,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,1219,15
YKfoSx16mXk,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,607,16
lfH99vfhiI4,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,2267,17
6wbWEDAg3B0,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,696,18
_iSqhxWjkq8,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,1906,19
8kM9quINTHI,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,4172,20
zq0KO8Gmrm0,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,993,21
DpNZ70Uam0M,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,2063,22
JzW4RYICOdA,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,1146,23
IoED49Ha8-o,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,1662,24
mPSDaN4AJl8,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,1124,25
sZlTriaYRM0,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,1174,26
Z0ALwCckM24,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,462,27
BOryXuUMjI0,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,6725,28
6dJnvu3-LeU,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,1795,29
zR6vXHHQZZA,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,1964,30
MAbnZhFX3nk,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,1073,31
QkMB_0jOvVA,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,929,32
gkRRlmes_jE,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,2661,33
6ROuKtm5zds,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,1567,34
RGskPrZopRE,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,764,35
BEs4K6LSGzo,PLUl4u3cNGP62RsEHXe48Imi9-87FzQaJg,4014,36
PoFDK7Kwx1o,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,6240,1
jrCjdjLTQKk,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,3239,2
tEMkDHV2uU8,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,1432,3
qDBdd9-T8lg,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,1006,4
0dJS3YUxeXI,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,734,5
D9QJ44zENbU,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,479,6
RBH2RVDrJYI,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,951,7
OrCYxJz2Hlc,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,345,8
PgMAfWpOuf0,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,456,9
VUGsZgQaAZs,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,690,10
_kx9OzsCL4I,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,268,11
siP7IXbPGmw,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,684,12
H0ubjnHa5rY,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,335,13
noKXLhp6jbk,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,200,14
EHtOYlvWE6k,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,250,15
CCbvqDuPr_I,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,412,16
uS42vSWEGTU,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,230,17
aCdDB6AsnSY,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,279,18
_Rcd-NZwoi4,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,332,19
Klw2POjgzVo,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,274,20
zLJZY6VOO6w,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,240,21
5BVGTxRKwOw,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,496,22
q9nCI-8gYVE,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,307,23
046HoQGN5F4,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,156,24
0mdGZG9DDJY,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,331,25
0fm50-F9934,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,422,26
RfEmF7LgU7Y,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,1266,27
u5uvIbaIl3U,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,271,28
j8ygU5VT8BQ,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,276,29
UYGXwem3vN0,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,144,30
6QK1PUjCkDY,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,155,31
JB1YIT1Z-oE,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,782,32
jg7XtfWa_Yg,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,135,33
O1_f7Pu60Bk,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,82,34
9zqKwTpT0eA,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,201,35
w4nmIfPJe9E,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,229,36
HOXw6_ztAqQ,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,3095,37
WEH-ttvMmxc,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,115,38
G0pi_kU22lQ,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,632,39
60m8qBOD_nM,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,388,40
Tl9wrTWiFQY,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,75,41
UzMEzYQOFRA,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,277,42
vVkrHN-wnQM,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,168,43
IcyblGdCVr4,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,199,44
JbV0aUHvROc,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,168,45
Dz8G2XoPrkM,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,362,46
itczDSdRY00,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,142,47
3cwTBMI346I,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,602,48
Jn-Bkwf77SQ,PLUl4u3cNGP63vvR4xtexZdoPywRYIZI0-,217,49
wzB8Rhm3xCU,PLUl4u3cNGP62AU7iNniqVoMl8C64tIOVk,15531,1
JPCA2qE9MSw,PLUl4u3cNGP62AU7iNniqVoMl8C64tIOVk,2429,2
MlDdfgjpBe0,PLUl4u3cNGP62AU7iNniqVoMl8C64tIOVk,679,3
h5x7-zejY8c,PLUl4u3cNGP62AU7iNniqVoMl8C64tIOVk,552,4
aLqEG43nKVE,PLUl4u3cNGP62AU7iNniqVoMl8C64tIOVk,309,5
dttSgzTJKK4,PLUl4u3cNGP62AU7iNniqVoMl8C64tIOVk,297,6
YGpxOuDJdJw,PLUl4u3cNGP62AU7iNniqVoMl8C64tIOVk,1091,7
Wlz_17id1BM,PLUl4u3cNGP62AU7iNniqVoMl8C64tIOVk,324,8
Tsn0xSQjo14,PLUl4u3cNGP62AU7iNniqVoMl8C64tIOVk,286,9
avWOCswUJyI,PLUl4u3cNGP62AU7iNniqVoMl8C64tIOVk,228,10
_FTwuE36SUA,PLUl4u3cNGP62AU7iNniqVoMl8C64tIOVk,767,11
mp7Nz8CUPBM,PLUl4u3cNGP62AU7iNniqVoMl8C64tIOVk,288,12
K2g0trGAfgo,PLUl4u3cNGP62AU7iNniqVoMl8C64tIOVk,395,13
I2K5WnG_TLs,PLUl4u3cNGP62AU7iNniqVoMl8C64tIOVk,261,14
CJehtdXHR7Q,PLUl4u3cNGP62AU7iNniqVoMl8C64tIOVk,300,15
K7lqWX6fq-Q,PLUl4u3cNGP62AU7iNniqVoMl8C64tIOVk,810,16
G1sBybS2M48,PLUl4u3cNGP62AU7iNniqVoMl8C64tIOVk,1062,17
S5HmxtARo8Q,PLUl4u3cNGP63QSCvqM7qgvn66CiR8cz2d,11916,1
TtaWB0bL3zQ,PLUl4u3cNGP63QSCvqM7qgvn66CiR8cz2d,3014,2
w7Eao7aBIlw,PLUl4u3cNGP63QSCvqM7qgvn66CiR8cz2d,721,3
SvfXfwOWv8A,PLUl4u3cNGP63QSCvqM7qgvn66CiR8cz2d,312,4
pXQLdl4KUUU,PLUl4u3cNGP63QSCvqM7qgvn66CiR8cz2d,731,5
JrP0kUuZv20,PLUl4u3cNGP63QSCvqM7qgvn66CiR8cz2d,386,6
vAuJO7rv92U,PLUl4u3cNGP63QSCvqM7qgvn66CiR8cz2d,478,7
9T89uDdO7UI,PLUl4u3cNGP63QSCvqM7qgvn66CiR8cz2d,491,8
K0_VieRmuq4,PLUl4u3cNGP63QSCvqM7qgvn66CiR8cz2d,267,9
W5AMaIxtHZc,PLUl4u3cNGP63QSCvqM7qgvn66CiR8cz2d,290,10
ag7TLcT7VPQ,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,41907,1
-mW-DYFyGqg,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,16936,2
Vd6yR63nfHY,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,6735,3
9lMOz_7bIGU,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,4446,4
oAW8AgU0FE4,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,3675,5
08Ih9GGB5-c,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,2839,6
QDzTeo6n0Q8,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,2805,7
d2CfWJkklvo,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,3952,8
E_KUHMuoPLE,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,4119,9
MvERdFp8mvI,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,3042,10
Cfx7hyAoGL4,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,2731,11
Goo1EUY-Y8M,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,2762,12
FYXIRXnQ8Fc,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,1801,13
dDHsLmwd9No,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,1163,14
ktGKsoTGIho,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,1731,15
rg0TYEdU0TA,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,1441,16
oTnXMW4mx-c,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,1253,17
jXu7NEuZED4,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,1166,18
Q-nk311H-Fw,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,911,19
HJGwmvpZOyI,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,792,20
B0d9FBokqvY,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,769,21
Sn-5Dwt_1qw,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,1011,22
f-EN4QySwAs,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,1523,23
wT3Y2K-fxXw,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,2063,24
5tCSR5L4nWI,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,1191,25
Du0HgYO3E6U,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,1169,26
xxjhXhhcg74,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,1056,27
gE1wRDQMR8E,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,1028,28
7MAVWhOUTGU,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,1359,29
xYnq8nVcN4g,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,655,30
WacNWdXhvVM,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,1559,31
kYjwB3vfnZg,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,1035,32
mwL__eKs3fI,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,875,33
j9sl8e7wLnc,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,648,34
D2FQ-JnltPw,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,805,35
1G6iJmM64LA,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,629,36
xAuh5VptDQ4,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,859,37
NZbQZVMDeEc,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,880,38
4YP38f2u36E,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,570,39
RmUVz9jEnzg,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,465,40
E16wcCKx89w,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,445,41
ruFpq-_wpc0,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,856,42
wYcMru4gYF4,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,920,43
iq7cPtJzgZM,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,701,44
U57wvHVpe-8,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,1416,45
JcKvI821H0c,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,1140,46
c_2RtTEkyo8,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,850,47
D8HcmzYnBv0,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,1912,48
o8Zdk_3wVSo,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,644,49
m0Yce2rtZJ8,PLUl4u3cNGP61Q_FSXJUGkDJs1SMj5teGq,461,50
mAhtll45Yz8,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,7893,1
3WrHSdaC9-A,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,539,2
T8IjB94ka2g,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,339,3
Qm6ykShr0Pg,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,509,4
8fAGSwTwzxI,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,334,5
JDRa0SwOf2k,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,440,6
g0KqIIEjXiM,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,215,7
p8BXCDrYliY,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,228,8
m6PnN-aEYbc,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,170,9
z_YXJLMpxoM,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,95,10
OKAsxiE8ziY,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,79,11
MT3LjjdODHA,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,96,12
z6kTOFSZZmQ,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,174,13
qGr5sdlobCQ,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,134,14
TZ0tcovkOp8,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,131,15
R5o6Yr-9om8,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,125,16
Mbz648H3IEw,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,459,17
v0c2_iigwwM,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,65,18
SRp9W3T_sHQ,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,60,19
NawhRQ7tZU4,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,100,20
Q2uUFNDuRFk,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,90,21
WikAwM9Uyas,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,52,22
vHflY7UBg70,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,131,23
eduHyoNHi4s,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,56,24
aRZax7Y2t7g,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,142,25
ZAMQEaG1WLk,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,43,26
fh1bvrJN4Fc,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,40,27
w4h7ZZd-cI0,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,30,28
xCpg54xUzLE,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,259,29
wuews7bQrAg,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,32,30
1Ukb9KNTNkA,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,114,31
w-zdunIsHUU,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,99,32
_62YvNU_yOM,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,89,33
KO6GiBAK7cY,PLUl4u3cNGP62-sHzh435NhKGnwOkPYk36,315,34
_4u9W1xOuts,PLUl4u3cNGP62Bkdzwe7caTZC7soj7ZYvk,18779,1
0wxS1iBHG9U,PLUl4u3cNGP62Bkdzwe7caTZC7soj7ZYvk,1791,2
DdPNsGRIw6o,PLUl4u3cNGP62Bkdzwe7caTZC7soj7ZYvk,3877,3
xmImNoDc9Z4,PLUl4u3cNGP62Bkdzwe7caTZC7soj7ZYvk,5244,4
qgL0cA7GkJo,PLUl4u3cNGP62Bkdzwe7caTZC7soj7ZYvk,1046,5
Tmhe33f9mWA,PLUl4u3cNGP62Bkdzwe7caTZC7soj7ZYvk,2874,6
I2uSCTUHsUI,PLUl4u3cNGP62Bkdzwe7caTZC7soj7ZYvk,1155,7
14UlXIZzwE4,PLUl4u3cNGP62QumaaZtCCjkID-NgqrleA,134927,1
a1RaIqkdG0c,PLUl4u3cNGP62QumaaZtCCjkID-NgqrleA,12293,2
zDHhHPZm2rc,PLUl4u3cNGP62QumaaZtCCjkID-NgqrleA,11570,3
Fp7usgx_CvM,PLUl4u3cNGP62QumaaZtCCjkID-NgqrleA,5564,4
1_0WwiUUsTc,PLUl4u3cNGP62QumaaZtCCjkID-NgqrleA,5829,5
Pe1MBDbGfwc,PLUl4u3cNGP62QumaaZtCCjkID-NgqrleA,3663,6
eSRNeIyX5dY,PLUl4u3cNGP62QumaaZtCCjkID-NgqrleA,3117,7
auK3PSZoidc,PLUl4u3cNGP62QumaaZtCCjkID-NgqrleA,269400,8
9TtLlVBjvR0,PLUl4u3cNGP62QumaaZtCCjkID-NgqrleA,4826,9
zgk93CwMVk8,PLUl4u3cNGP62QumaaZtCCjkID-NgqrleA,2284,10
6FYk-3vt4FE,PLUl4u3cNGP62QumaaZtCCjkID-NgqrleA,2497,11
57uqU8G_z0E,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,13983,1
d7_bZxCErjo,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,6796,2
-GXIkn_ecKY,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,6558,3
4sgPXcoN59w,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,486,4
zHcHGFvd7Vw,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,549,5
-JtATRj2EG4,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,285,6
WUTak0K4F-Q,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,231,7
xvv_edVc-ME,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,1095,8
fuHgW6Z4nW0,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,387,9
6yXA-M8WAY8,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,306,10
-XivhU1V6KY,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,423,11
rub-xoQzlwQ,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,226,12
g8BXCaXo6fg,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,161,13
oyRIkmEU-J0,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,664,14
c5zGa2Yt7mw,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,754,15
xYi0bz-QgEw,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,126,16
OIF-J1-Afs8,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,144,17
XLuIf68TJBI,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,170,18
YcuKaphreT0,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,318,19
vcnmiPAeNFE,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,185,20
B6mK4IyRYiA,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,275,21
kHPWYeJ1ISI,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,324,22
4Y9OO9AepgU,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,175,23
_yornlzBHL4,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,89,24
N-VHewPgPP8,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,221,25
79noW-0WuAI,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,159,26
NwbPgoCW5Ro,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,173,27
RzbWSnb3kHs,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,757,28
N1PimixqqXQ,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,155,29
OWoeymcWpPw,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,189,30
ylH5uD3mGDo,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,529,31
pGqJkKxpBl0,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,259,32
lSUET2RmOh4,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,220,33
3DizXXZ5qN8,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,75,34
lpclkNdPQP0,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,92,35
A77qVe-U0iw,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,119,36
fSxEbNrIj2M,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,106,37
cP0IeaqnAjU,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,161,38
SDTtTSHr_yE,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,331,39
8eOshgFmmgA,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,326,40
ECmy2HP1gwA,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,180,41
7AEqqdUtopA,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,665,42
gcs7PQaQeS4,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,1014,43
w_Ufl9paaBc,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,1202,44
BH64jOFmxuw,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,206,45
bHTpiafiYsY,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,203,46
uyZkD_6fd9c,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,1627,47
GA5UVgowUKc,PLUl4u3cNGP6393Jj6WMmNd1_pOs0UDq2R,231,48
GUgIh6ff86Y,PLUl4u3cNGP62_Q5XDq5DAoQznJqM_BnTv,10719,1
cZAM2Co3tzo,PLUl4u3cNGP62_Q5XDq5DAoQznJqM_BnTv,2305,2
lAuAC4hz5rc,PLUl4u3cNGP62_Q5XDq5DAoQznJqM_BnTv,1924,3
9Dwl2FbEc5E,PLUl4u3cNGP62_Q5XDq5DAoQznJqM_BnTv,1178,4
cektQp7QQhk,PLUl4u3cNGP62_Q5XDq5DAoQznJqM_BnTv,863,5
0oUSmdQ-WaA,PLUl4u3cNGP62_Q5XDq5DAoQznJqM_BnTv,1223,6
gDzWxDqb8Xg,PLUl4u3cNGP62_Q5XDq5DAoQznJqM_BnTv,903,7
7Knpp3AIteQ,PLUl4u3cNGP62_Q5XDq5DAoQznJqM_BnTv,712,8
wwQu2_u8jeo,PLUl4u3cNGP62_Q5XDq5DAoQznJqM_BnTv,997,9
fTACO13q2oU,PLUl4u3cNGP62_Q5XDq5DAoQznJqM_BnTv,559,10
8P2AvGGtm_A,PLUl4u3cNGP62_Q5XDq5DAoQznJqM_BnTv,1784,11
j4b9U9m9MQA,PLUl4u3cNGP61xqZslNqA-MO4n6MHG2Dio,4291,1
lsf0_6DAFOM,PLUl4u3cNGP61xqZslNqA-MO4n6MHG2Dio,482,2
_uq3aNIM-IU,PLUl4u3cNGP61xqZslNqA-MO4n6MHG2Dio,410,3
wbAC6IQtgAU,PLUl4u3cNGP61xqZslNqA-MO4n6MHG2Dio,282,4
9UDkcGjF4jU,PLUl4u3cNGP61xqZslNqA-MO4n6MHG2Dio,418,5
jBoDIObtJQw,PLUl4u3cNGP61xqZslNqA-MO4n6MHG2Dio,319,6
GRc5GKMNuho,PLUl4u3cNGP61xqZslNqA-MO4n6MHG2Dio,559,7
8C2M48Bc5Fw,PLUl4u3cNGP61xqZslNqA-MO4n6MHG2Dio,376,8
_svW8NV1A6k,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,33847,1
3Mvzp5xvEXA,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,17020,2
zAx-EEelmLc,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,5497,3
Ch56tU3wb9c,PLUl4u3cNGP61RTZrT3MIAikp2G5EEvTjf,3629,4
